movie_id,person_id,character
12403,74568,Kale
398818,1190668,Elio
398818,72873,Mr. Perlman
118340,73457,Peter Quill
118340,8691,Gamora
118340,543530,Drax
118340,12835,Groot (voice)
118340,51329,Rocket (voice)
634492,118545,Cassandra Webb
634492,115440,Julia Cornwall
634492,1428070,Anya Corazón
49530,71070,Sylvia Weis
49530,2037,Raymond Leon
49530,59315,Rachel Salas
424694,17838,Freddie Mercury
424694,49735,John Reid
82702,112,Valka (voice)
82702,17276,Stoick (voice)
82702,21007,Snotlout (voice)
14161,17867,Gordon Silberman
348350,57755,Tobias Beckett
348350,1223786,Qi'ra
363088,22226,Scott Lang / Ant-Man
776503,239574,Bernardo Villalobos
493529,1481238,Doric
493529,1628687,Xenk
1949,131,Robert Graysmith
1949,103,David Toschi
1949,3223,Paul Avery
297802,117642,Arthur Curry / Aquaman
297802,55085,Mera
297802,5293,Nuidis Vulko
297802,17178,King Orm Marius / Ocean Master
297802,2227,Atlanna
297802,16644,King Nereus
763215,1356210,Elodie
324849,5469,Alfred Pennyworth (voice)
324849,58225,Joker (voice)
19913,24045,Tom
19913,11664,Summer
19913,56734,Rachel
19913,9048,Vance
585083,62861,Johnny (voice)
341013,6885,Lorraine Broughton
341013,1230,Emmett Kurzfeld
427641,18918,Davis Okoye
427641,47296,Harvey Russell
307081,131,Billy 'The Great'  Hope
307081,53714,Maureen Hope
23483,27428,Dave Lizewski / Kick-Ass
23483,56734,Mindy Macready / Hit Girl
23483,2963,Damon Macready / Big Daddy
241554,3896,Jimmy Conlon
241554,228,Shawn Maguire
241554,7132,Detective Harding
241554,589162,Gabriela Conlon
889737,73421,Arthur Fleck
889737,2039,Jackie Sullivan
753342,73421,Napoleon Bonaparte
753342,556356,Josephine Bonaparte
1097549,2227,Romy
1097549,1716493,Samuel
1097549,3131,Jacob
300668,524,Lena
300668,10431,Dr Ventress
300668,62561,Josie Radek
300668,25072,Kane
345887,5292,Robert McCall
345887,1253360,Dave York
278927,2282,Bagheera (voice)
278927,17605,Shere Khan (voice)
278927,1245,Kaa (voice)
260514,887,Lightning McQueen (voice)
260514,51797,Sterling (voice)
8355,5723,Sid (voice)
1205515,2425998,Agnes
360920,71580,Grinch (voice)
696506,11288,Mickey Barnes
696506,103,Kenneth Marshall
696506,1021689,Kai Katz
522938,16483,John Rambo
335977,3,Indiana Jones
335977,1019,Dr. Voller
609681,2231,Nick Fury
985939,47296,James Conner
22970,74568,Curt Vaughn
331482,10990,Meg March
331482,1373737,Amy March
331482,4784,Marmee March
331482,1190668,Laurie
80321,7399,Alex (voice)
80321,2632,Marty (voice)
80321,14409,Melman (voice)
381284,1269,Al Harrison
381284,205,Vivian Mitchell
343668,1231,Poppy
343668,4587,Ginger
359724,1892,Carroll Shelby
359724,3894,Ken Miles
359724,19498,Lee Iacocca
359724,6164,Leo Beebe
140300,70851,Po (voice)
140300,17419,Li (voice)
140300,4483,Shifu (voice)
140300,11701,Tigress (voice)
140300,18999,Kai (voice)
140300,18897,Monkey (voice)
424783,527393,B-127 / Bumblebee (voice)
424783,130640,Charlie Watson
424783,56446,Jack Burns
6479,2888,Robert Neville
529203,2963,Grug (voice)
529203,54693,Eep (voice)
529203,10859,Guy (voice)
940721,1516266,Noriko Oishi
520763,5081,Evelyn Abbott
520763,17697,Lee Abbott
520763,2037,Emmett
593643,1397778,Margot
593643,5469,Chef Slowik
593643,3292,Tyler
61012,239019,Vincent Carter
505026,11181,Hercule Poirot
50620,37917,Bella Swan
50620,11288,Edward Cullen
1064028,19537,Alice
1064028,2349355,Nick
363676,31,Chesley 'Sully' Sullenberger
339964,122889,Valerian
339964,569,Jolly the Pimp
1593,7399,Larry Daley
335988,13240,Cade Yeager
335988,4173,Sir Edmund Burton
337401,1341,Commander Tung
337401,1336,The Emperor
72976,24045,Robert Lincoln
72976,13548,W.N. Bilbo
373571,21657,Emma Russell
373571,1356210,Madison Russell
624860,6384,Neo / Thomas Anderson
8363,21007,Seth
8363,19274,Officer Michaels
245891,6384,John Wick
245891,5293,Marcus
516729,3131,Hunter Cabot
310131,1397778,Thomasin
698687,74568,Orion Pax / Optimus Prime (voice)
698687,1245,Elita-1 (voice)
698687,65717,Sentinel Prime (voice)
399579,27319,Dr. Dyson Ido
399579,6161,Chiren
484641,15735,Olga
484641,2037,Lenny Miller
101299,72129,Katniss Everdeen
101299,27972,Peeta Mellark
101299,57755,Haymitch Abernathy
101299,9281,Effie Trinket
158852,1461,Frank Walker
756999,2803710,Finney
756999,569,The Grabber
265208,976,Nick Wild
940551,9281,Pam Mallard (voice)
320288,1001657,Jean Grey / Dark Phoenix
320288,3292,Hank McCoy / Beast
23168,880,Doug MacRay
23168,17604,"James ""Jem"" Coughlin"
23168,65717,FBI S.A. Adam Frawley
246655,72129,Raven / Mystique
246655,3292,Hank McCoy / Beast
246655,25072,En Sabah Nur / Apocalypse
246655,9827,Moira MacTaggert
204082,976,Phil Broker
204082,17051,Morgan 'Gator' Bodine
204082,7517,Cassie Bodine Klum
204082,6574,Sheriff Keith Rodriguez
181533,7399,Larry Daley / Laaa
181533,2157,Theodore Roosevelt
181533,887,Jedediah Smith
181533,17835,Dr. McPhee
629542,6807,Wolf (voice)
334541,1812,Randi Chandler
38700,2888,Mike
194662,2232,Riggan
194662,54693,Sam
194662,58225,Jake
194662,819,Mike
119450,1333,Caesar
119450,64,Dreyfus
591,31,Robert Langdon
591,1327,Sir Leigh Teabing
591,658,Bishop Manuel Aringarosa
20526,59315,Quorra
91314,13240,Cade Yeager
91314,2283,Joshua Joyce
91314,7090,Harold Attinger
38575,120724,Dre Parker
38575,18897,Mr. Han
7485,13240,Bob Lee Swagger
7485,454,Nick Memphis
7485,51072,Sarah Fenn
45612,131,Colter Stevens
45612,11705,Christina Warren
45612,21657,Colleen Goodwin
45612,2954,Dr. Rutledge
748783,73457,Garfield (voice)
748783,2231,Vic (voice)
748783,1278487,Jinx (voice)
748783,3292,Jon (voice)
50619,37917,Bella Swan
50619,11288,Edward Cullen
84892,33235,Charlie
84892,10990,Sam
193756,13240,Petty Officer First Class Marcus Luttrell
725201,30614,Six
725201,16828,Lloyd Hansen
725201,224513,Dani Miranda
725201,879,Fitzroy
929590,205,Lee
929590,52583,Joel
917496,2232,Beetlejuice
917496,1920,Lydia
917496,11514,Delia
917496,974169,Astrid
917496,5293,Jackson
450465,62,David Dunn / The Overseer
450465,2231,Elijah Price / Mr. Glass
450465,1397778,Casey Cooke
5559,9657,Ken (voice)
5559,1230,Layton T. Montgomery (voice)
5559,2632,Mooseblood (voice)
338970,227454,Lara Croft
338970,27740,Mathias Vogel
762441,1267329,Samira
762441,1597365,Eric
184315,18918,Hercules
184315,6972,Amphiarus
41446,9206,Sidney Prescott
41446,34847,Jill Roberts
41446,14405,Gale Weathers-Riley
49519,2963,Grug (voice)
49519,54693,Eep (voice)
49519,10859,Guy (voice)
980489,35029,Jack Salter
312221,135651,Adonis Johnson
312221,16483,Rocky Balboa
312221,62561,Bianca
10527,7399,Alex (voice)
10527,2632,Marty / Additional Zebras (voice)
10527,14409,Melman (voice)
920,887,Lightning McQueen (voice)
105864,2954,Poppa (voice)
105864,18324,Thunderclap (voice)
105864,16431,Butch (voice)
137113,500,Cage
137113,5081,Rita
137113,2039,General Brigham
615656,976,Jonas Taylor
615656,78871,Jiuming Zhang
32657,33235,Percy Jackson
32657,109513,Annabeth Chase
32657,517,Mr. Brunner / Chiron
1083433,1642789,Danica Richards
1083433,33259,Julie James
1571,62,John McClane
1571,18082,Thomas Gabriel
1571,15033,Matt Farrell
1571,17628,Lucy McClane
43074,74568,Kevin
926393,5292,Robert McCall
926393,501,Emma Collins
926393,41527,Enzo Arisio
480530,135651,Adonis Johnson
480530,16483,Rocky Balboa
480530,62561,Bianca
345940,976,Jonas Taylor
2503,1892,Jason Bourne
451048,18918,Frank Wolff
451048,5081,Dr. Lily Houghton
451048,88124,Prince Joachim
44896,85,Rango / Lars (voice)
44896,52848,Beans (voice)
44896,2440,Rattlesnake Jake (voice)
44896,658,Roadkill (voice)
55721,9827,Helen Harris
28178,1205,Parker Wilson
695721,1524100,Coriolanus Snow
695721,22970,Dean Casca Highbottom
695721,17881,Lucky Flickerman
73723,29222,Ted Wiggins (voice)
760104,1137824,Maxine / Pearl
760104,974169,Lorraine
588228,73457,Dan Forester
588228,63312,Colonel Muri Forester
588228,18999,James Forester
10764,8784,James Bond
10764,18182,Camille
10764,59620,Strawberry Fields
278154,5723,Sid (voice)
249397,1640,Seligman
249397,10959,Jerôme
249397,5293,L
27578,16483,Barney Ross
27578,976,Lee Christmas
27578,1336,Yin Yang
27578,16644,Gunner Jensen
27578,21315,James Monroe
315837,1245,Major Mira Killian / Motoko Kusanagi
512200,18918,Dr. Smolder Bravestone
512200,55638,Franklin 'Mouse' Finbar
512200,70851,Professor Sheldon 'Shelly' Oberon
274855,17276,Jake Lawson
274855,228,U.S. Secretary of State Leonard Dekkom
274855,1271,U.S. President Andrew Palma
399055,72873,Dr. Robert Hoffstetler
212778,15277,Carl Casper
212778,5723,Martin
212778,1245,Molly
212778,4483,Riva
7445,2219,Capt. Sam Cahill
7445,131,Tommy Cahill
7445,524,Grace Cahill
64690,30614,Driver
64690,17419,Shannon
64690,25072,Standard
217,3,Indiana Jones
217,112,Irina Spalko
217,10959,Mutt Williams
945729,11181,Hercule Poirot
137106,73457,Emmet Brickowski (voice)
137106,9281,Wyldstyle / Lucy (voice)
137106,23659,Lord Business / President Business / The Man Upstairs
137106,192,Vitruvius (voice)
137106,3896,Bad Cop / Good Cop / Pa Cop (voice)
61791,1333,Caesar
61791,17051,Will Rodman
61791,1248,John Landon
974576,5469,Lawrence
974576,2283,Bellini
682507,2230991,Kya Clark
682507,1716493,Chase Andrews
542178,1121,Moses Rosenthaler
542178,3490,Julian Cadazio
542178,121529,Simone
542178,1190668,Zeffirelli
1417,16970,Ofelia
1125257,8944,Tess Coleman
1125257,1651362,Harper Coleman
1125257,19728,Ryan
718821,2230991,Kate
718821,83271,Tyler
228967,17051,Dave Skylark
228967,19274,Aaron Rapaport
530254,93999,Mr. Choi
530254,1255881,Nobleman
56292,500,Ethan Hunt
56292,17604,Brandt
318846,4495,Mark Baum
318846,3894,Michael Burry
318846,30614,Jared Vennett
318846,287,Ben Rickert
318846,3141,Cynthia Baum
283366,10912,Miss Peregrine
283366,2231,Barron
214756,13240,John
214756,52139,Ted (voice)
214756,71070,Samantha
214756,1771,Donny
214756,192,Patrick Meighan
333371,1230,Howard
333371,17628,Michelle
333371,51329,Ben (voice)
507244,543530,Jake
507244,18182,Drea
507244,2231,Valentine
395992,131,Dr. David Jordan
395992,10859,Rory Adams
395992,933238,Miranda North
81188,52848,Tooth (voice)
81188,6968,Bunny (voice)
324852,4495,Gru / Dru (voice)
324852,17743,Margo (voice)
13448,31,Robert Langdon
13448,3061,Camerlengo Patrick McKenna
13448,1640,Commander Richter
458897,37917,Sabina Wilson
458897,9281,Boz
438695,10297,Buster Moon (voice)
438695,368,Rosita (voice)
438695,1245,Ash (voice)
458723,1267329,Adelaide Wilson / Red
7512,51298,Frito
364689,56446,Ferdinand (voice)
72105,13240,John Bennett
72105,18973,Lori Collins
72105,52139,Ted (voice)
72105,1771,Donny
72105,9657,Guy
50014,54693,Skeeter Phelan
50014,19492,Aibileen Clark
50014,83002,Celia Foote
1034541,65769,Greg
82695,6968,Jean Valjean
82695,934,Javert
82695,71070,Cosette
82695,1813,Fantine
752,524,Evey
379686,505710,Lola Bunny (voice)
75780,500,Jack Reacher
75780,10882,Helen Rodin
75780,6818,Zec Chelovek
7446,7399,Tugg Speedman
7446,3223,Kirk Lazarus
7446,70851,Jeff Portnoy
1226578,2963,Longlegs
1126166,13240,Daryl Booth
109418,19292,Lenny Feder
109418,32895,Eric Lamonsoff
109418,2632,Kurt McKenzie
109418,3136,Roxanne Chase-Feder
950,5723,Sid (voice)
22803,134,Nick Rice
22803,17276,Clyde Alexander Shelton
324544,63,Gray Alys
324544,543530,Boyce
661539,1190668,Bob Dylan
661539,819,Pete Seeger
661539,18050,Sylvie Russo
127380,3092,Jenny (voice)
127380,26510,Charlie (voice)
190859,51329,Chris Kyle
333484,5292,Sam Chisolm
333484,73457,Joshua Farraday
333484,569,Goodnight Robicheaux
333484,7132,Jack Horne
333484,25002,Billy Rocks
333484,1168097,Vasquez
1128650,1341,Fok Chi Ho
1579,17689,Middle Eye
10528,3223,Sherlock Holmes
10528,53714,Irene Adler
76203,1267329,Patsey
76203,71580,William Ford
476669,5469,Orlando Oxford
476669,59620,Polly
476669,1247,Morton
476669,1716493,Conrad Oxford
308266,21007,Efraim Diveroli
308266,224513,Iz
308266,51329,Henry Girard
842924,91606,Charles 'Chuck' Krantz
50646,4495,Cal
50646,30614,Jacob
50646,1231,Emily
50646,54693,Hannah
592834,543530,J.J.
353491,17605,Roland Deschain
353491,10297,Walter O’Dim
1102493,2037,Bill Furlong
334524,10297,Kenny Wells
124905,27428,Ford Brody
124905,550843,Elle Brody
124905,17419,Joe Brody
459151,11006,Tim Templeton (voice)
449443,17276,'Big Nick' O'Brien
549509,3490,László Tóth
479455,74568,Agent H
479455,62561,Agent M
479455,933238,Riza
479455,7056,Agent O
15512,368,Susan Murphy / Ginormica (voice)
15512,19274,B.O.B. (voice)
448119,3223,Dr. John Dolittle
448119,388,Lord Thomas Badgley
448119,3131,King Rassouli
448119,17838,Chee-Chee (voice)
1724,819,Bruce Banner
1724,1462,Samuel Sterns
335787,1136406,Nathan Drake
335787,13240,Victor 'Sully' Sullivan
335787,3131,Santiago Moncada
400155,19292,Count Dracula (voice)
400155,62861,Johnny Loughran (voice)
400155,32895,Frankenstein (voice)
188927,1372,Dr. Leonard 'Bones' McCoy
188927,8691,Lieutenant Nyota Uhura
1042834,224513,Eloise Bosquet de Wagner Wehrhorn
1042834,115440,Margret Wittmer
1042834,556356,Dore Strauch Ritter
447404,10859,Detective Pikachu (voice)
447404,2440,Howard Clifford
974635,83271,Gary Johnson
974635,1371297,Madison Figueroa Masters
1217690,2203,Ian Ross
274857,56365,Arthur
274857,49735,"William ""Goosefat Bill"""
395834,17604,Cory Lambert
395834,550843,Jane Banner
395834,19498,Matt Rayburn
937287,505710,Tashi Donaldson
445571,23532,Max
445571,53714,Annie
19908,44735,Columbus
19908,57755,Tallahassee
19908,54693,Wichita
19908,55085,406
378236,1772,Jailbreak (voice)
70160,72129,Katniss Everdeen
70160,27972,Peeta Mellark
70160,57755,Haymitch Abernathy
70160,9281,Effie Trinket
343611,500,Jack Reacher
343611,71189,Maj. Susan Turner
343611,83860,Capt. Espin
166424,135651,Johnny Storm
166424,51072,Sue Storm
670292,97576,Maya
463821,70851,Jonathan Barnavelt
463821,112,Florence Zimmerman
717930,17276,Tom Harris
717930,77700,Roman Chalmers
18239,37917,Bella Swan
18239,11288,Edward Cullen
18239,501,Jane
311324,1892,William
311324,5293,Ballard
311324,1253360,Tovar
341174,118545,Anastasia Steele
18240,18277,Margaret Tate
18240,10859,Andrew Paxton
257211,380,Ben Whitaker
257211,1813,Jules Ostin
713704,3128782,Kassie
45243,51329,Phil Wenneck
45243,58225,Alan Garner
50359,11006,Fred
50359,53862,Samantha O'Hare
565770,7370,Alberto Reyes
64682,6193,Jay Gatsby
64682,2219,Nick Carraway
64682,33192,Tom Buchanan
64682,52848,Myrtle Wilson
353486,18918,Dr. Smolder Bravestone
353486,55638,Franklin 'Mouse' Finbar
353486,70851,Professor Sheldon 'Shelly' Oberon
254128,18918,Ray Gaines
254128,109513,Blake Gaines
893723,1172108,Skye (voice)
24021,37917,Bella Swan
24021,11288,Edward Cullen
24021,501,Jane
1402,2888,Chris Gardner
1402,120724,Christopher
335797,10297,Buster Moon (voice)
335797,368,Rosita (voice)
335797,52139,Mike (voice)
335797,1245,Ash (voice)
1271,17276,King Leonidas
1271,17286,Gorgo
1241921,72466,David
1241921,234352,Sarah
18360,7399,Larry Daley
18360,9273,Amelia Earhart
18360,887,Jedediah Smith
18360,2157,Theodore Roosevelt
18360,13524,Ivan the Terrible
1265,27972,Jess Aarons
1265,11664,Ms. Edmunds
169917,3896,Matthew Scudder
169917,35029,Ray
1114967,6384,Gabriel
1114967,86626,Arj / Delivery Robots (voice)
1114967,19274,Jeff
1114967,74688,Elena
27576,11701,Evelyn Salt
258509,15033,Alvin (voice)
274167,23659,Brad Whitaker
274167,13240,Dusty Mayron
274167,1817,Sara
274870,72129,Aurora Lane
274870,73457,Jim Preston
274870,1271,Captain Norris
263472,6384,Evan Webber
263472,224513,Bel
100402,16828,Steve Rogers / Captain America
100402,2231,Nick Fury
100402,1245,Natasha Romanoff / Black Widow
100402,4135,Alexander Pierce
308531,64295,Raphael
308531,19537,April O'Neil
1181107,25072,Jesus Christ (voice)
1181107,11181,Charles Dickens (voice)
1181107,139,Catherine Dickens (voice)
1181107,517,Pontius Pilate (voice)
65754,8784,Mikael Blomkvist
65754,1640,Martin Vanger
724495,19492,Nanisca
379149,517,Liam Hennessy
379149,18897,Quan Ngoc Minh
38579,887,Marmaduke (voice)
38579,54693,Mazie (voice)
1267,16842,Bowler Hat Guy / Grandpa Bud / Tallulah (voice)
1267,15112,Cornelius Robinson (voice)
17578,1333,Captain Haddock / Sir Francis Haddock (voice)
17578,8784,Sakharine / Red Rackham (voice)
302946,880,Christian Wolff
302946,84223,Dana Cummings
302946,18999,Ray King
302946,19498,Brax
1155281,128026,Jiang Ziya
337170,500,Barry Seal
337170,93210,Monty 'Schafer'
337170,88124,Sheriff Downing
337170,572541,JB
22538,17628,Ramona Flowers
22538,4451,Stephen Stills
289720,2963,Gallain
1083968,137905,Eddie Barrish
1083968,4173,William
205587,3223,Hank Palmer
205587,21657,Samantha Powell
205587,7132,Glen Palmer
205587,51298,C.P. Kennedy
332562,51329,Jackson Maine
332562,16431,Bobby Maine
64688,21007,Schmidt
64688,38673,Jenko
64688,54697,Eric Molson
138832,4491,Rose O'Reilly
138832,34847,Casey Mathis
138832,93491,Kenny Rossmore
300671,17697,Jack Silva
412117,55638,Snowball (voice)
412117,25703,Chloe (voice)
381283,72129,Mother
381283,228,Man
381283,93210,Oldest Son
1771,16828,Captain America / Steve Rogers
1771,2176,Colonel Chester Phillips
59860,1533,Pam
1245993,86654,Hank Thompson
1245993,37153,Yvonne
1245993,7132,Shmully
13053,8891,Bolt (voice)
1255788,15111,Léo
1255788,82304,Serge Shuster
228165,6574,Mr. Krabs (voice)
515001,1245,Rosie
515001,55934,Adolf
515001,6807,Captain Klenzendorf
338953,1019,Gellert Grindelwald
338953,998225,Queenie Goldstein
762504,206919,OJ Haywood
762504,74688,Emerald Haywood
228161,16866,Lucy Tucci (voice)
1035048,54882,Nina
109414,17051,James Franco
109414,21007,Jonah Hill
109414,19274,Seth Rogen
19994,19537,Jennifer
19994,71070,Needy
4982,5292,Frank Lucas
4982,934,Richie Roberts
4982,16851,Detective Trupo
53182,10912,Artemisia
53182,17286,Queen Gorgo
6477,15033,Alvin (voice)
375588,134,Yahya / John
59967,24045,Joe
59967,62,Old Joe
59967,5081,Sara
59967,15555,Suzie
747188,17881,Augie Steenbeck
747188,1245,Midge Campbell
747188,31,Stanley Zak
747188,2954,General Gibson
747188,17419,The Host
897087,56446,Mason Pettits
897087,59860,Jenny Pettits
262500,587020,Tobias 'Four' Eaton
262500,204,Jeanine Matthews
262500,37153,Christina
455207,1620,Eleanor Young
455207,97576,Astrid Young Teo
228326,38673,Joaquin (voice)
228326,8691,Maria (voice)
228326,239574,Chato (voice)
20504,5292,Eli
20504,64,Carnegie
20504,18973,Solara
1328803,78110,Wing Commander James Wright
576845,1397778,Sandie
49040,17604,Aaron Cross
49040,3293,Dr. Marta Shearing
49040,819,Byer
49040,25072,Outcome #3
49049,1372,Judge Dredd
49049,17286,Ma-Ma
324668,1892,Jason Bourne
324668,2176,CIA Director Robert Dewey
324668,227454,Heather Lee
157350,587020,Tobias 'Four' Eaton
157350,37153,Christina
77805,71070,Linda Lovelace
77805,4430,Dorothy Boreman
37931,11864,Piper
340837,122889,Lockhart
340837,1137824,Hannah
937278,31,Otto Anderson
937278,1168097,Tommy
1242434,5292,David King
1242434,2954,Paul Christopher
54138,8691,Lieutenant Nyota Uhura
54138,71580,John Harrison / Khan
54138,1372,Dr. Leonard 'Bones' McCoy
1232546,1972166,Nina Riley
508439,1136406,Ian Lightfoot (voice)
508439,73457,Barley Lightfoot (voice)
385128,12835,Dominic Toretto
385128,56446,Jakob Toretto
385128,1251069,Ramsey
399402,17276,Captain Joe Glass
399402,64,CJCS Charles Donnegan
399402,1817,Jane Norquist
196867,134,"William ""Will"" Stacks"
196867,9827,Grace Farell
196867,6941,Miss Colleen Hannigan
1267905,71580,Theo Rose
1267905,62861,Barry
401981,72129,Dominika Egorova
401981,33192,"Nathaniel ""Natan"" Nash"
401981,16940,Vladimir Korchnoi
401981,8785,Alexei Zyuganov
6557,11006,Kevin Doyle
25793,60561,Mary
400535,1121,Alejandro Gillick
400535,16851,Matt Graver
400535,1428070,Isabel Reyes
400535,1168097,Gallo
582014,115128,Ryan
582014,6574,Stanley
957452,137905,Eric
1250,2963,Johnny Blaze / Ghost Rider
1250,16431,Carter Slade / Phantom Rider
1250,16839,Young Johnny Blaze
587792,62861,Nyles
587792,18999,Roy
1280450,3967,Maureen
70578,2963,Kyle Miller
70578,2227,Sarah Miller
336843,527393,Thomas
336843,25663,Newt
877269,131,Searcher Clade (voice)
877269,140,Callisto Mal (voice)
297761,2888,Deadshot
297761,234352,Harley Quinn
297761,19492,Amanda Waller
153518,22970,Mighty Eagle (voice)
839033,1248,Helm Hammerhand (voice)
50546,19292,Danny Maccabee
50546,4491,Katherine Murphy
50546,2227,Devlin Adams
1265063,1204,Alma Imhoff
1265063,37625,Hank Gibson
1265063,72873,Frederik Imhoff
276907,2524,Ronald Kray / Reginald Kray
276907,70456,Frances Shea
276907,11207,Leslie Payne
4347,116,Cecilia Tallis
438689,6384,Lucas Hill
533642,2,Chucky (voice)
533642,119592,Karen Barclay
7345,8785,Fletcher Hamilton
241259,85,Tarrant Hightopp / Mad Hatter
241259,1813,Mirana / White Queen
241259,1283,Iracebeth / Red Queen
64635,72466,Douglas Quaid / Hauser
64635,10860,Melina
64635,3967,Lori Quaid
64635,2440,Matthias
64635,17419,Cohaagen
473033,19292,Howard Ratner
282035,500,Nick Morton
282035,934,Henry Jekyll / Edward Hyde
213681,58225,David Ghantt
213681,887,Steve Chambers
614917,2888,Richard Williams
614917,19498,Rick Macci
274862,54697,Lloyd (voice)
116745,7399,Walter Mitty
116745,2228,Sean O'Connell
774370,64149,Dog Man / Officer Knight / Harold's House (voice)
774370,52848,Sarah Hatoff (voice)
774370,17835,Flippy (voice)
760329,18918,Mark Kerr
760329,5081,Dawn Staples
848538,73968,Argylle
848538,6807,Aidan Wilde
848538,17419,Director Ritter
848538,11514,Ruth
22794,1772,Sam Sparks (voice)
22794,62861,"""Baby"" Brent (voice)"
1337562,118545,Julie
1337562,1371297,Ashley
1337562,1983503,Carey
1337562,1175743,Paul
678512,17689,El Alacrán
9757,776,Norbit / Rasputia / Mr. Wong
87428,19292,Donny Berger
87428,62861,Todd Peterson
97020,64,Dr. Dennett Norton
97020,2232,Raymond Sellars
238615,10859,Young Damian
238615,2282,Damian
238615,1247,Albright
785084,18269,Charlie
785084,1590797,Ellie
7555,16483,John Rambo
567609,1372369,Grace MacCaulley
567609,1533,Becky Le Domas
791177,1190668,Lee
791177,64141,Brad
423204,17276,Mike Banning
423204,192,Alan Trumbull
423204,1733,Clay Banning
423204,1462,VP Kirby
23631,56731,Sartana Rivera
23631,380,Senator John McLaughlin
207932,31,Robert Langdon
718789,16828,Buzz Lightyear (voice)
718789,74688,Izzy Hawthorne (voice)
718789,21198,SOX (voice)
718789,55934,Mo Morrison (voice)
254320,72466,David
254320,3293,Short Sighted Woman
254320,121529,Loner Leader
534,3894,John Connor
534,65731,Marcus Wright
534,1283,Serena
369972,30614,Neil Armstrong
8338,1231,Doctor's Wife
8338,103,Doctor
359940,57755,Bill Willoughby
359940,6807,Jason Dixon
359940,572541,Red Welby
13475,1372,Dr. Leonard 'Bones' McCoy
22881,18277,Leigh Anne Tuohy
639933,2227,Queen Gudrún
639933,569,King Aurvandil War-Raven
639933,1397778,Olga of the Birch Forest
446894,38673,Migo (voice)
446894,505710,Meechee (voice)
522478,9827,Bea
522478,93210,Mr. Thomas McGregor
522478,234352,Flopsy Rabbit / The Narrator (voice)
522627,10297,Michael Pearson
522627,56365,Ray
522627,72466,Coach
1125,134,Curtis Taylor Jr.
1125,776,James 'Thunder' Early
884605,72129,Maddie Barker
8909,11701,Fox
8909,192,Sloan
1233575,112,Kathryn St. Jean
1233575,1628687,Col. James Stokes
396371,83002,Molly Bloom
396371,17605,Charlie Jaffey
396371,1269,Larry Bloom
68734,880,Tony Mendez
68734,17419,Jack O'Donnell
68734,1230,John Chambers
11631,5064,Donna Sheridan
11631,71070,Sophie Sheridan
11631,517,Sam Carmichael
11631,1640,Bill Anderson
11631,477,Rosie Mulligan
39514,62,Frank Moses
39514,6949,Marvin Boggs
39514,192,Joe Matheson
39514,15735,Victoria
39514,1372,William Cooper
1041613,115440,Sister Cecilia
49047,18277,Ryan Stone
49047,1461,Matt Kowalski
49047,228,Mission Control (voice)
342473,18050,Félicie Milliner (voice)
342473,122889,Victor (voice)
76617,109513,Heather Miller
76617,38666,Nikki
507241,543530,Joe Flood
507241,78110,Angus Mackenzie
50544,18973,Jamie Rellis
50544,57755,Tommy Bollinger
62213,85,Barnabas Collins
62213,10912,Angelique Bouchard
62213,1283,Dr. Julia Hoffman
62213,56734,Carolyn Stoddard
1562,9827,Scarlet
1562,17604,Sergeant Doyle
1562,2462,Alice
481848,3,John Thornton
70435,38673,Aaron
70435,3131,Rodrigo
70435,3061,Kenneth
68735,77700,Commander Anduin Lothar
967847,1172108,Phoebe Spengler
967847,22226,Gary Grooberson
967847,1442069,Trevor Spengler
4922,287,Benjamin Button
4922,112,Daisy Fuller
826749,62,Robert
826749,62747,Balzary
76163,16483,Barney Ross
76163,976,Lee Christmas
76163,1336,Yin Yang
76163,16644,Gunner Jensen
76163,15111,Jean Vilain
170687,2282,Snatcher (voice)
170687,18050,Winnie Portley-Rind (voice)
346648,477,Mrs. Bird
10315,1461,Mr. Fox (voice)
10315,5064,Felicity Fox (voice)
10315,17881,Ash Fox (voice)
96721,74568,James Hunt
96721,59315,Suzy Miller
406990,5293,Terrence Settman
223702,19274,Frank / Sergeant Pepper / Peanut Butter (voice)
223702,21007,Carl (voice)
223702,17051,Druggie (voice)
280217,73457,Emmet Brickowski / Rex Dangervest (voice)
280217,9281,Wyldstyle / Lucy (voice)
10140,93491,Eustace Scrubb
17979,206,Scrooge / Ghosts of Christmas (voice)
17979,64,Bob Cratchit / Marley / Tiny Tim (voice)
974950,8691,Rita
225574,3896,Bill Marks
225574,1231,Jen Summers
225574,77277,Zack White
512195,18918,John Hartley
512195,10859,Nolan Booth
512195,90633,Sarah Black / The Bishop
82693,51329,Pat Solatano Jr.
82693,72129,Tiffany Maxwell
82693,380,Pat Solatano Sr.
82693,66,Danny McDaniels
114150,84223,Beca Mitchell
77877,29222,Logan Thibault
49529,8785,Tardos Mors
72559,18918,Marvin Hinton / Roadblock
72559,62,Joe Colton
1735,18269,Rick O'Connell
1735,1336,Han
168672,3894,Irving Rosenfeld
168672,51329,Richie DiMaso
168672,9273,Sydney Prosser
168672,17604,Mayor Carmine Polito
168672,72129,Rosalyn Rosenfeld
664469,3894,Burt Berendsen
664469,234352,Valerie Voze
664469,1397778,Libby Voze
365177,112,Lilith
365177,55638,Roland
365177,8944,Tannis
346685,5081,Rachel Watson
346685,933238,Anna Watson
372343,933238,Katrine Bratt
